chrom	start	end	gene_name	strand	tss	mean_beta	n_cpg
chr21	44208032	44209032		-	44209032	0.9332822202705244	27
chr21	44230563	44231563		+	44231563	0.8393752004497815	31
chr21	44346346	44347346		+	44347346	0.8969457820581418	89
chr21	44350760	44351760		+	44351760	0.8620943384101277	19
chr21	44355235	44356235		+	44356235	0.010787762961676002	39
chr21	44408559	44409559		+	44409559	0.8845516173641172	48
chr21	44448616	44449616		-	44449616	0.8418560491956874	32
chr21	44475192	44476192		+	44476192	0.7645171957671958	24
chr21	44489103	44490103		-	44490103	0.8686938762319029	34
chr21	44533996	44534996		-	44534996	0.8881042568542569	40
chr21	44530030	44531030		+	44531030	0.9286727643062483	78
chr21	44565185	44566185		-	44566185	0.39623351525925055	32
chr21	44565811	44566811		+	44566811	0.3512441053165035	39
chr21	44610332	44611332		-	44611332	0.01115151515151515	50
chr21	44575427	44576427		-	44576427	0.9681013431013431	23
chr21	44610785	44611785		+	44611785	0.0101010101010101	33
chr21	44667862	44668862		-	44668862	0.02894157663065226	35
chr21	44667938	44668938		+	44668938	0.02411798052554355	42
chr21	44708216	44709216		-	44709216	0.013591800356506239	85
chr21	44708500	44709500		+	44709500	0.006840796019900497	67
chr21	44806168	44807168		-	44807168	0.9493607816372804	52
chr21	44843838	44844838		-	44844838	0.009924826000340873	76
chr21	44844015	44845015		+	44845015	0.004858915817819926	73
chr21	44847604	44848604		+	44848604	0.7982092110468325	13
chr21	44910813	44911813		+	44911813	0.9213242125166677	16
chr21	44990348	44991348		-	44991348	0.6408603345184227	24
chr21	45020935	45021935		+	45021935	0.23257783882783886	24
chr21	45039465	45040465		-	45040465	0.9380204276287869	30
chr21	45052752	45053752		+	45053752	0.8331977981643943	57
chr21	45076111	45077111		+	45077111	0.9079170829170828	16
chr22	229407	230407		+	230407	0.37777777777777777	3
chr22	3808824	3809824		+	3809824	0.546031746031746	3
chr22	3840014	3841014		-	3841014	0.4666666666666666	6
chr22	4211442	4212442		+	4212442	0.0	7
chr22	4312497	4313497		+	4313497	0.9644805194805196	55
chr22	4366997	4367997		-	4367997	0.0	4
chr22	4548826	4549826		-	4549826	0.0	17
chr22	4698934	4699934		-	4699934	0.0	5
chr22	5629293	5630293	RNA5-8S5	+	5630293	0.6727219934537008	41
chr22	5767029	5768029		-	5768029	0.7698412698412699	4
chr22	5777157	5778157		+	5778157	0.6221825396825397	10
chr22	5861417	5862417		-	5862417	0.07239383936726672	53
chr22	5815358	5816358		-	5816358	0.8586279724228323	78
chr22	5819443	5820443		+	5820443	0.8959145340697202	102
chr22	5824420	5825420		+	5825420	0.8517130336983278	18
chr22	6179293	6180293		-	6180293	0.014285714285714287	14
chr22	6234843	6235843		+	6235843	0.5523370705834488	96
chr22	6238676	6239676		+	6239676	0.2856692147413545	61
chr22	6291341	6292341		-	6292341	0.304503367003367	6
chr22	6298888	6299888		+	6299888	0.06946528611444577	14
chr22	6321308	6322308		+	6322308	0.04106916475337526	16
chr22	6364401	6365401		-	6365401	0.0634845818669348	12
chr22	6483581	6484581		-	6484581	0.005208333333333325	8
chr22	6525869	6526869		-	6526869	0.08521080368906456	23
chr22	6593311	6594311		+	6594311	0.0	3
chr22	6608888	6609888		-	6609888	0.0	9
chr22	7486532	7487532		-	7487532	0.08859457671957671	12
chr22	7514657	7515657		-	7515657	0.20576923076923076	5
chr22	7524317	7525317		-	7525317	0.049775641025641026	10
chr22	7525803	7526803		+	7526803	0.3129191943753288	8
chr22	7534665	7535665		+	7535665	0.15189824795087953	21
chr22	7559225	7560225		-	7560225	0.5302526356458899	52
chr22	7587750	7588750		+	7588750	0.04469187675070027	10
chr22	7598730	7599730		-	7599730	0.10049580944703043	10
chr22	7598753	7599753		+	7599753	0.10049580944703043	10
chr22	7613864	7614864		-	7614864	0.11289432789432789	10
chr22	7613720	7614720		+	7614720	0.10689911939911939	12
chr22	7615679	7616679		+	7616679	0.032407407407407406	12
chr22	7643804	7644804		+	7644804	0.25434053126360817	26
chr22	7680947	7681947		-	7681947	0.4379901683355631	48
chr22	9221382	9222382		+	9222382	0.20847267316017315	40
chr22	9245477	9246477		+	9246477	0.1960224018096736	12
chr22	9245557	9246557		-	9246557	0.13094464656964658	12
chr22	9313333	9314333		-	9314333	0.02	5
chr22	9322836	9323836		-	9323836	0.11890898852105747	18
chr22	9333997	9334997		-	9334997	0.38050500885186483	29
chr22	9336243	9337243		+	9337243	0.27530806425543264	15
chr22	9362719	9363719		-	9363719	0.0	8
chr22	9806363	9807363		+	9807363	0.28579782790309105	38
chr22	9810024	9811024		+	9811024	0.04713804713804712	9
chr22	9827308	9828308		-	9828308	0.00769230769230769	10
chr22	9836233	9837233		-	9837233	0.047619047619047596	3
chr22	9837603	9838603		-	9838603	0.2393693427784337	22
chr22	9844343	9845343		+	9845343	0.0	4
chr22	9875598	9876598		-	9876598	0.4380952380952381	26
chr22	9871252	9872252		+	9872252	0.14377262482660247	18
chr22	10500006	10501006		+	10501006	0.13166666666666665	5
chr22	10623419	10624419		+	10624419	0.34310134310134305	13
chr22	10624343	10625343		-	10625343	0.239952800822366	23
chr22	10625381	10626381		-	10626381	0.13333333333333333	4
chr22	10624864	10625864		+	10625864	0.05085470085470086	12
chr22	10650862	10651862		-	10651862	0.0	3
chr22	10668303	10669303		+	10669303	0.05982142857142856	12
chr22	10711143	10712143		-	10712143	0.4836080586080586	26
chr22	10706822	10707822		+	10707822	0.07212475633528265	9
chr22	11016266	11017266		+	11017266	0.4190058479532163	6
chr22	11154471	11155471		-	11155471	0.08684062850729518	9
chr22	11155435	11156435		+	11156435	0.10808270676691728	9
chr22	11195276	11196276		+	11196276	0.027926960257787313	7
chr22	11293011	11294011		+	11294011	0.3324517211434047	10
chr22	11323058	11324058		+	11324058	0.0	7
chr22	11345958	11346958		-	11346958	0.0	3
chr22	11402055	11403055		-	11403055	0.025641025641025633	3
chr22	12240054	12241054		+	12241054	0.005917159763313608	13
chr22	12281426	12282426		+	12282426	0.225	10
chr22	12281507	12282507		-	12282507	0.225	10
chr22	12406076	12407076		-	12407076	0.6157563025210084	34
chr22	12405093	12406093		+	12406093	0.7012432012432013	11
chr22	12408497	12409497		+	12409497	0.3333333333333333	3
chr22	12411325	12412325		-	12412325	0.6724854042562376	72
chr22	12410381	12411381		+	12411381	0.42551807760141086	36
chr22	12559557	12560557		-	12560557	0.6454721204721204	24
chr22	12559616	12560616		+	12560616	0.738499948474373	34
chr22	12563361	12564361		+	12564361	0.3818181818181818	11
chr22	12583202	12584202		-	12584202	0.5328508297258296	48
chr22	12585079	12586079		-	12586079	0.14713225371120106	13
chr22	12588454	12589454		-	12589454	0.5040990837865837	48
chr22	12698248	12699248		+	12699248	0.055555555555555525	4
chr22	12724582	12725582		-	12725582	0.7423439296587239	42
chr22	15838583	15839583		+	15839583	0.8411255411255412	11
chr22	15895653	15896653		-	15896653	0.0	4
chr22	15900758	15901758		-	15901758	0.0	3
chr22	15923646	15924646		+	15924646	0.4103896103896104	5
chr22	16063003	16064003		+	16064003	0.0	4
chr22	16126846	16127846		-	16127846	0.3094156458634146	16
chr22	16137376	16138376		-	16138376	0.6173100048100048	18
chr22	16146277	16147277		-	16147277	0.573443961067479	44
chr22	16146045	16147045		+	16147045	0.6500689569103891	37
chr22	16186214	16187214		-	16187214	0.35615284734817165	39
chr22	16205027	16206027		-	16206027	0.39858387022236813	18
chr22	16247790	16248790		-	16248790	0.08598200045568467	7
chr22	16215419	16216419		+	16216419	0.6774923858909735	13
chr22	16262952	16263952		+	16263952	0.8699122700801	130
chr22	16276258	16277258		-	16277258	0.2433966179064218	9
chr22	16274362	16275362		+	16275362	0.13333333333333333	3
chr22	16313790	16314790		+	16314790	0.07805429864253392	4
chr22	16323710	16324710		-	16324710	0.4724202748249935	20
chr22	16357847	16358847		+	16358847	0.9099702380952381	8
chr22	16393790	16394790		-	16394790	0.9470516515271028	204
chr22	16421939	16422939		+	16422939	0.3976523924104569	10
chr22	16426023	16427023		+	16427023	0.7210846874133734	15
chr22	16428347	16429347		-	16429347	0.9482889344165468	80
chr22	16456197	16457197		+	16457197	0.18125	4
chr22	16466192	16467192		+	16467192	0.5108465608465609	6
chr22	16707616	16708616		+	16708616	0.7730372058497058	48
chr22	16716915	16717915		+	16717915	0.0	3
chr22	16766955	16767955		-	16767955	0.0	8
chr22	16773186	16774186		-	16774186	0.015151515151515145	11
chr22	16795113	16796113		+	16796113	0.0	11
chr22	17062503	17063503		+	17063503	0.8591269841269841	9
chr22	17099352	17100352		+	17100352	0.3028589466089466	48
chr22	17161491	17162491		+	17162491	0.20555555555555555	4
chr22	17178293	17179293		+	17179293	0.12284144427001568	14
chr22	17195642	17196642		+	17196642	0.8375958532208533	96
chr22	17219400	17220400		+	17220400	0.01666666666666666	5
chr22	17247567	17248567		+	17248567	0.41428571428571426	4
chr22	17258255	17259255		-	17259255	0.41599763872491147	22
chr22	17268359	17269359		-	17269359	0.48124844504154857	29
chr22	17271101	17272101		-	17272101	0.3683093692022263	28
chr22	17277453	17278453		+	17278453	0.860031441210652	147
chr22	17322169	17323169		-	17323169	0.21823412698412695	20
chr22	17335284	17336284		-	17336284	0.2982409747115629	14
chr22	17351093	17352093		-	17352093	0.0	8
chr22	17355148	17356148		-	17356148	0.4981100598747658	17
chr22	17380168	17381168		-	17381168	0.03964245630912297	18
chr22	17424137	17425137		-	17425137	0.30672266622266625	50
chr22	17501102	17502102		-	17502102	0.0721438575430172	14
chr22	17503160	17504160		+	17504160	0.30776307026307026	16
chr22	17513002	17514002		+	17514002	0.10606060606060604	6
chr22	17536423	17537423		-	17537423	0.2876449682005237	27
chr22	17552070	17553070		-	17553070	0.12756410256410255	4
chr22	17582245	17583245		-	17583245	0.18181818181818182	11
chr22	17590837	17591837		-	17591837	0.1949688849898934	14
chr22	17597600	17598600		-	17598600	0.39687881562881566	12
chr22	17602108	17603108		-	17603108	0.13333333333333333	5
chr22	17610317	17611317		-	17611317	0.0465079365079365	10
chr22	17683901	17684901		-	17684901	0.7117356990698921	59
chr22	17688082	17689082		+	17689082	0.7738744588744588	10
chr22	17697941	17698941		-	17698941	0.47356752641599187	20
chr22	17698253	17699253		-	17699253	0.6030926366582803	30
chr22	17712260	17713260		+	17713260	0.8998754890252016	70
chr22	17760783	17761783		+	17761783	0.38216118116726633	51
chr22	17769725	17770725		-	17770725	0.7403508771929825	10
chr22	17797243	17798243		-	17798243	0.32667147667147667	21
chr22	17797477	17798477		+	17798477	0.0	19
chr22	17840872	17841872		-	17841872	0.7662202380952381	4
chr22	17834970	17835970		+	17835970	0.007367149758454106	69
chr22	17897317	17898317		-	17898317	0.7782175765217499	22
chr22	17868335	17869335		+	17869335	0.8709558985182255	19
chr22	17874281	17875281		-	17875281	0.8232587382914445	58
chr22	17888950	17889950		+	17889950	0.8076772602614462	24
chr22	17942191	17943191		-	17943191	0.35544662309368186	30
chr22	18019864	18020864		-	18020864	0.8809591401037526	23
chr22	18026655	18027655		+	18027655	0.7027828799473936	19
chr22	18085659	18086659		+	18086659	0.8742128596827845	42
chr22	18091569	18092569		-	18092569	0.7538814580481247	18
chr22	18186020	18187020		-	18187020	0.7628584182788989	10
chr22	18230242	18231242		+	18231242	0.698200958026227	26
chr22	18236824	18237824		-	18237824	0.7308060219523409	40
chr22	18255936	18256936		-	18256936	0.8790943469155543	34
chr22	18295566	18296566		-	18296566	0.04592481064525327	101
chr22	18295620	18296620		+	18296620	0.03934733639314587	113
chr22	18308277	18309277		-	18309277	0.9278934560874045	50
chr22	18441340	18442340		-	18442340	0.06216931216931217	21
chr22	18430943	18431943		-	18431943	0.9025198485724801	33
chr22	18443965	18444965		+	18444965	0.8811850328154676	37
chr22	18694978	18695978		-	18695978	0.011787665886026538	61
chr22	18533416	18534416		+	18534416	0.9418007809184279	30
chr22	18651359	18652359		-	18652359	0.5982890708325491	40
chr22	18691029	18692029		-	18692029	0.9198171257481399	48
chr22	18699801	18700801		+	18700801	0.6880821199003017	11
chr22	18726381	18727381		+	18727381	0.8698168772952796	29
chr22	18748412	18749412		+	18749412	0.033636834180312436	46
chr22	18774178	18775178		-	18775178	0.9107489172538302	37
chr22	18781718	18782718		+	18782718	0.9305450441814079	99
chr22	18820124	18821124		-	18821124	0.9429047856588771	42
chr22	18821079	18822079		+	18822079	0.2085834333733493	42
chr22	18873730	18874730		-	18874730	0.8837046106067846	4
chr22	18880523	18881523		+	18881523	0.8481445569680864	18
chr22	18904518	18905518		+	18905518	0.7935995928007662	17
chr22	18911647	18912647		+	18912647	0.24307279498180479	5
chr22	18952410	18953410		-	18953410	0.9236027342443585	89
chr22	18940054	18941054		+	18941054	0.8479770824076405	39
chr22	18955053	18956053		+	18956053	0.9387602211025495	76
chr22	18966751	18967751		-	18967751	0.9222466422466422	15
chr22	19097658	19098658		-	19098658	0.8180555555555556	6
chr22	19220505	19221505		+	19221505	0.9170010090251464	95
chr22	19226567	19227567		+	19227567	0.861111111111111	4
chr22	19271120	19272120		-	19272120	0.8076042462439521	16
chr22	19280580	19281580		+	19281580	0.5517441299699365	31
chr22	19310947	19311947		-	19311947	0.20573589284198526	28
chr22	19311768	19312768		+	19312768	0.7782733295803239	44
chr22	19344861	19345861		+	19345861	0.5630787037037037	24
chr22	19403890	19404890		+	19404890	0.9539146217030832	52
chr22	19409245	19410245		-	19410245	0.8002269426289035	18
chr22	19496031	19497031		-	19497031	0.0064516129032258064	31
chr22	19422698	19423698		-	19423698	0.9544899697826644	33
chr22	19430166	19431166		+	19431166	0.9189937255726728	26
chr22	19474512	19475512		-	19475512	0.9173604195947191	27
chr22	19498482	19499482		+	19499482	0.8873617835156297	13
chr22	19518192	19519192		-	19519192	0.36259407185209325	44
chr22	19504921	19505921		+	19505921	0.8247984471668682	23
chr22	19509877	19510877		+	19510877	0.877627345994219	30
chr22	19523832	19524832		-	19524832	0.8867235176296987	229
chr22	19546638	19547638		+	19547638	0.08746031746031746	45
chr22	19553686	19554686		-	19554686	0.06635802469135803	9
chr22	19667426	19668426		-	19668426	0.02716279447048677	65
chr22	19571593	19572593		+	19572593	0.8150831006600238	26
chr22	19614446	19615446		-	19615446	0.9415037573215482	30
chr22	19625547	19626547		+	19626547	0.9587661064425771	25
chr22	19629178	19630178		-	19630178	0.917359705866739	46
chr22	19633186	19634186		+	19634186	0.9522222222222222	15
chr22	19667654	19668654		+	19668654	0.007429922323539342	47
chr22	19807564	19808564		-	19808564	0.00392156862745098	51
chr22	19741474	19742474		+	19742474	0.9320175438596492	4
chr22	19808375	19809375		+	19809375	0.004427083333333334	96
chr22	19823539	19824539		-	19824539	0.3438805346700084	19
chr22	19855026	19856026		-	19856026	0.00954659375712007	30
chr22	19855298	19856298		+	19856298	0.0	37
chr22	19901178	19902178		-	19902178	0.9590524566507824	81
chr22	19942677	19943677		-	19943677	0.8615221004226605	63
chr22	20008016	20009016		-	20009016	0.6962174264805844	37
chr22	20035668	20036668		-	20036668	0.924149135178547	14
chr22	20090586	20091586		-	20091586	0.8563976621668931	39
chr22	20090293	20091293		+	20091293	0.859092743089283	51
chr22	20093010	20094010		+	20094010	0.9061050061050063	13
chr22	20099329	20100329		+	20100329	0.7845654693729953	136
chr22	20103575	20104575		+	20104575	0.7031697866750466	78
chr22	20132556	20133556		+	20133556	0.8237861301234612	91
chr22	20230743	20231743		-	20231743	0.0018181818181818182	55
chr22	20168144	20169144		+	20169144	0.9409722222222223	6
chr22	20230743	20231743		-	20231743	0.0018181818181818182	55
chr22	20230840	20231840		+	20231840	0.004607046070460704	82
chr22	20318509	20319509		-	20319509	0.27940759637188206	28
chr22	20263159	20264159		+	20264159	0.8974403971178165	30
chr22	20310357	20311357		+	20311357	0.844982901713671	26
chr22	20318462	20319462		+	20319462	0.2956289081289081	30
chr22	20340380	20341380		+	20341380	0.918975468975469	39
chr22	20393441	20394441		-	20394441	0.12376373626373625	26
chr22	20375037	20376037		+	20376037	0.795344505921429	26
chr22	20393640	20394640		+	20394640	0.009090909090909092	22
chr22	20409751	20410751		+	20410751	0.8824608519052964	27
chr22	20458245	20459245		+	20459245	0.06915447421776535	79
chr22	20463756	20464756		+	20464756	0.8742906336088154	22
chr22	20464068	20465068		+	20465068	0.8966811320995948	48
chr22	20495276	20496276		-	20496276	0.3828936744101113	41
chr22	20492801	20493801		-	20493801	0.853573936205782	29
chr22	20494153	20495153		+	20495153	0.9095429211245476	52
chr22	20504437	20505437		+	20505437	0.8907574451692098	36
chr22	20509836	20510836		+	20510836	0.375	4
chr22	20583631	20584631		-	20584631	0.7578571428571429	20
chr22	20590876	20591876		-	20591876	0.8687753090530869	27
chr22	20585044	20586044		+	20586044	0.7462542087542088	42
chr22	20595550	20596550		+	20596550	0.8612874672366652	33
chr22	20605736	20606736		+	20606736	0.8309964726631393	27
chr22	20648434	20649434		-	20649434	0.12571010860484544	38
chr22	20628003	20629003		-	20629003	0.8626736111111111	16
chr22	20680078	20681078		+	20681078	0.5943070818070818	28
chr22	20700383	20701383		-	20701383	0.0028301886792452815	53
chr22	20714838	20715838		-	20715838	0.8312386026671741	14
chr22	20755874	20756874		+	20756874	0.7	8
chr22	20794080	20795080		-	20795080	0.8800114237614238	18
chr22	20797472	20798472		+	20798472	0.2877122877122877	92
chr22	20820183	20821183		-	20821183	0.8318809314313266	44
chr22	20841097	20842097		-	20842097	0.04666666666666667	35
chr22	20841267	20842267		+	20842267	0.03623188405797101	23
chr22	20899118	20900118		-	20900118	0.11437924107514748	45
chr22	20853214	20854214		+	20854214	0.9021886694431167	42
chr22	20864258	20865258		+	20865258	0.9321196065382203	17
chr22	20878604	20879604		-	20879604	0.8375304008017256	29
chr22	20885512	20886512		-	20886512	0.8698706745132176	32
chr22	20887455	20888455		-	20888455	0.9437721564872373	52
chr22	20899235	20900235		+	20900235	0.0743959512129938	42
chr22	20915218	20916218		+	20916218	0.26570249816518476	67
chr22	20996540	20997540		-	20997540	0.6952380952380952	13
chr22	21008151	21009151		-	21009151	0.8797307160503754	20
chr22	21033880	21034880		-	21034880	0.8329054717212613	18
chr22	21040289	21041289		+	21041289	0.7344516594516595	12
chr22	21058189	21059189		-	21059189	0.8682837142640683	41
chr22	21060349	21061349		+	21061349	0.8224787115023577	33
chr22	21079054	21080054		-	21080054	0.9372278989487633	131
chr22	21097264	21098264		+	21098264	0.9347632648024045	113
chr22	21106668	21107668		-	21107668	0.6068295739348372	19
chr22	21103244	21104244		+	21104244	0.9115725183907003	33
chr22	21108822	21109822		+	21109822	0.9205761850632957	49
chr22	21266532	21267532		-	21267532	0.017359767891682785	47
chr22	21181820	21182820		+	21182820	0.9026051042793332	29
chr22	21266727	21267727		+	21267727	0.011593614718614715	56
chr22	21325127	21326127		+	21326127	0.1042271081744766	57
chr22	21354351	21355351		+	21355351	0.9192802856865356	16
chr22	21364913	21365913		+	21365913	0.8789821945743289	46
chr22	21372991	21373991		+	21373991	0.8748556998556997	45
chr22	21390106	21391106		+	21391106	0.2831090831090831	37
chr22	21409909	21410909		-	21410909	0.006250000000000001	48
chr22	21409712	21410712		+	21410712	0.03164296021438879	49
chr22	21422061	21423061		-	21423061	0.27944591356356063	45
chr22	21417572	21418572		+	21418572	0.764018892800862	56
chr22	21440320	21441320		-	21441320	0.9055139504064235	93
chr22	21442031	21443031		-	21443031	0.8038787147855776	18
chr22	21452036	21453036		-	21453036	0.9444949697050538	21
chr22	21453732	21454732		+	21454732	0.5478936187269521	30
chr22	21473239	21474239		+	21474239	0.7868720749112905	33
chr22	21500764	21501764		-	21501764	0.8801068783068782	25
chr22	21510793	21511793		+	21511793	0.36577828736919654	22
chr22	21536720	21537720		-	21537720	1.0	3
chr22	21539642	21540642		+	21540642	1.0	5
chr22	21571157	21572157		-	21572157	0.8470588235294118	3
chr22	21612952	21613952		-	21613952	0.8155094905094905	13
chr22	21668309	21669309		-	21669309	0.8456018518518519	12
chr22	21688207	21689207		-	21689207	0.8707264957264956	6
chr22	21691048	21692048		+	21692048	0.9551951532807401	80
chr22	21703215	21704215		-	21704215	0.8854166666666666	4
chr22	21741903	21742903		+	21742903	0.9314814814814815	6
chr22	21753139	21754139		+	21754139	0.9933333333333334	25
chr22	21766344	21767344		+	21767344	0.6350298739455337	14
chr22	21767648	21768648		+	21768648	0.7745407144184318	16
chr22	21773031	21774031		-	21774031	0.9463676246619104	258
chr22	21781792	21782792		+	21782792	0.9057850592083233	35
chr22	21796296	21797296		+	21797296	0.6146492677742678	12
chr22	21801736	21802736		+	21802736	0.9021390374331552	11
chr22	21802256	21803256		-	21803256	1.0	4
chr22	21802484	21803484		-	21803484	1.0	3
chr22	21856598	21857598		-	21857598	0.8770954023410292	30
chr22	21879964	21880964		-	21880964	0.004838709677419356	62
chr22	22042506	22043506		-	22043506	0.0	40
chr22	22045243	22046243		+	22046243	0.9078942817212617	63
chr22	22054801	22055801		+	22055801	0.011717171717171716	55
chr22	22064671	22065671		+	22065671	0.045835736255286426	102
chr22	22065471	22066471		+	22066471	0.061551030668677724	88
chr22	22065794	22066794		+	22066794	0.14711578950333273	51
chr22	22078480	22079480		+	22079480	0.3416016840131795	69
chr22	22148275	22149275		-	22149275	0.38368911684129076	23
chr22	22135665	22136665		-	22136665	0.821716744415497	31
chr22	22280196	22281196		-	22281196	0.0	66
chr22	22204919	22205919		+	22205919	0.788366806301589	18
chr22	22365379	22366379		-	22366379	0.24514537186950983	29
chr22	22350768	22351768		+	22351768	0.586003339434712	54
chr22	22395320	22396320		-	22396320	0.00425531914893617	47
chr22	22456485	22457485		-	22457485	0.8818722943722944	17
chr22	22438628	22439628		+	22439628	0.8927493324045047	12
chr22	22438628	22439628		+	22439628	0.8927493324045047	12
chr22	22443546	22444546		+	22444546	0.7475458501193796	18
chr22	22445454	22446454		+	22446454	0.6692307692307693	5
chr22	22456002	22457002		+	22457002	0.7338411588411589	17
chr22	22471034	22472034		+	22472034	0.8041310541310542	12
chr22	22473801	22474801		+	22474801	0.7475382916678465	13
chr22	22482773	22483773		+	22483773	0.955870980870981	9
chr22	22487734	22488734		+	22488734	0.5631372549019608	5
chr22	22492319	22493319		+	22493319	0.815869370699418	32
chr22	22499261	22500261		+	22500261	0.7312554112554113	5
chr22	22511252	22512252		-	22512252	0.316025641025641	4
chr22	22511306	22512306		+	22512306	0.316025641025641	4
chr22	22516054	22517054		+	22517054	0.7180619088513825	11
chr22	22530551	22531551		-	22531551	0.8702551020408164	70
chr22	22574733	22575733		+	22575733	0.0303030303030303	3
chr22	22584135	22585135		-	22585135	0.5925925925925926	3
chr22	22591697	22592697		+	22592697	0.7916666666666667	8
chr22	22595115	22596115		+	22596115	0.5806818181818182	7
chr22	22598002	22599002		+	22599002	0.4931923196629079	21
chr22	22608334	22609334		+	22609334	0.4315705128205128	12
chr22	22611259	22612259		+	22612259	0.6951945045695046	24
chr22	22614211	22615211		+	22615211	0.29706959706959707	13
chr22	22615584	22616584		+	22616584	0.7376847290640395	29
chr22	22627339	22628339		+	22628339	0.743440558364381	19
chr22	22632202	22633202		+	22633202	0.3535243741765481	11
chr22	22636219	22637219		-	22637219	0.8939887036040882	26
chr22	22642959	22643959		-	22643959	0.6672318229260152	13
chr22	22657324	22658324		+	22658324	0.6469008264462809	22
chr22	22684187	22685187		-	22685187	0.9055825791855203	4
chr22	22710735	22711735		-	22711735	0.02539682539682539	21
chr22	22710825	22711825		+	22711825	0.02539682539682539	21
chr22	22731404	22732404		+	22732404	0.8494047619047619	8
chr22	22735242	22736242		+	22736242	0.4661616161616162	11
chr22	22740088	22741088		+	22741088	0.6960227272727273	8
chr22	22752443	22753443		+	22753443	0.42253505753505755	15
chr22	22755940	22756940		+	22756940	0.8608766233766234	6
chr22	22765653	22766653		+	22766653	0.6291394335511982	12
chr22	22770511	22771511		+	22771511	0.14864947552447552	20
chr22	22779078	22780078		+	22780078	0.5334488462964548	13
chr22	22782360	22783360		+	22783360	0.46729008838383834	16
chr22	22788726	22789726		+	22789726	0.8016064064140989	26
chr22	22793593	22794593		+	22794593	0.07021978021978022	10
chr22	22807766	22808766		+	22808766	0.41856060606060613	6
chr22	22809743	22810743		+	22810743	0.7694851444851444	6
chr22	22831007	22832007		-	22832007	0.5196618998476583	9
chr22	22826068	22827068		+	22827068	0.6438843208073977	13
chr22	22831626	22832626		+	22832626	0.15814814814814815	15
chr22	22842212	22843212		+	22843212	0.3456433680698386	14
chr22	22847823	22848823		+	22848823	0.6500641025641026	5
chr22	22849380	22850380		+	22850380	0.5023846153846153	10
chr22	22853834	22854834		+	22854834	0.1388888888888889	3
chr22	22868677	22869677		+	22869677	0.273015873015873	7
chr22	22872199	22873199		+	22873199	0.0	3
chr22	22930999	22931999		-	22931999	0.05291545189504372	49
chr22	22942141	22943141		-	22943141	0.8922037654448332	47
chr22	22939643	22940643		+	22940643	0.5739015151515151	10
chr22	22981125	22982125		-	22982125	0.19999999999999998	6
chr22	22981202	22982202		+	22982202	0.19999999999999998	6
chr22	23001680	23002680		+	23002680	0.9001548698354216	22
chr22	23009944	23010944		+	23010944	0.4081643146769197	28
chr22	23016296	23017296		+	23017296	0.7772569444444445	8
chr22	23026421	23027421		+	23027421	0.6334821428571429	8
chr22	23040422	23041422		+	23041422	0.7328508297258297	16
chr22	23051761	23052761		+	23052761	0.800242504409171	18
chr22	23066238	23067238		-	23067238	0.901030805298708	46
chr22	23066318	23067318		+	23067318	0.9025958396178985	60
chr22	23073615	23074615		+	23074615	0.8922203256302521	16
chr22	23082969	23083969		+	23083969	0.8690003052503051	10
chr22	23086489	23087489		+	23087489	0.730952380952381	10
chr22	23090342	23091342		+	23091342	0.9117216117216118	8
chr22	23095353	23096353		+	23096353	0.6817543859649123	10
chr22	23100954	23101954		+	23101954	0.6235225602248629	16
chr22	23108778	23109778		+	23109778	0.7301850196587037	13
chr22	23115984	23116984		-	23116984	0.4717099325794978	10
chr22	23116745	23117745		+	23117745	0.4027777777777778	4
chr22	23133565	23134565		-	23134565	0.2138888888888889	12
chr22	23119920	23120920		+	23120920	0.6554421768707483	14
chr22	23122722	23123722		+	23123722	0.6538194444444444	8
chr22	23126299	23127299		+	23127299	0.8266730537719429	17
chr22	23134389	23135389		+	23135389	0.7155808080808082	10
chr22	23137128	23138128		+	23138128	0.66281328320802	22
chr22	23142633	23143633		+	23143633	0.33126037580020123	11
chr22	23156590	23157590		+	23157590	0.8186572859323283	19
chr22	23160881	23161881		+	23161881	0.7221428571428572	8
chr22	23169384	23170384		+	23170384	0.5909692824498219	14
chr22	23177561	23178561		+	23178561	0.6652442795299939	7
chr22	23180713	23181713		+	23181713	0.5	15
chr22	23183950	23184950		+	23184950	0.4996031746031746	8
chr22	23196281	23197281		+	23197281	0.8684463684463685	18
chr22	23208111	23209111		-	23209111	0.7596273291925466	19
chr22	23214410	23215410		+	23215410	0.5712842712842713	14
chr22	23233659	23234659		+	23234659	0.7215139889948073	10
chr22	23241002	23242002		+	23242002	0.8275151064213564	16
chr22	23306514	23307514		-	23307514	0.6075036075036075	15
chr22	23244653	23245653		+	23245653	0.7761402486402486	13
chr22	23244698	23245698		+	23245698	0.7926548821548821	15
chr22	23260464	23261464		+	23261464	0.8417022792022792	24
chr22	23272246	23273246		+	23273246	0.5232478632478632	5
chr22	23278464	23279464		+	23279464	0.8685714285714285	10
chr22	23279695	23280695		+	23280695	0.8635817307692308	8
chr22	23284998	23285998		-	23285998	0.75	6
chr22	23293413	23294413		+	23294413	0.6229378270236996	19
chr22	23294882	23295882		+	23295882	0.7959482038429405	12
chr22	23303035	23304035		-	23304035	0.6713793710525737	27
chr22	23302821	23303821		+	23303821	0.5776747407182191	23
chr22	23308181	23309181		+	23309181	0.7037334460411384	13
chr22	23309730	23310730		+	23310730	0.753968253968254	7
chr22	23317283	23318283		+	23318283	0.7358419358419359	10
